    iter     answer      error     mean x     mean y   variance x   variance y       sd x       sd y
     301   0.676800   0.320500  -0.009143   0.187656     2.886164     0.013599   1.698871   0.116615
     302   0.681600   0.315700  -0.009814   0.188191     2.876742     0.013640   1.696096   0.116790
     303   0.681600   0.315700  -0.014599   0.188511     2.874139     0.013626   1.695329   0.116729
     304   0.681600   0.315700  -0.008405   0.188982     2.876271     0.013648   1.695957   0.116824
     305   0.686400   0.310900  -0.011536   0.188601     2.869811     0.013647   1.694052   0.116821
     306   0.686400   0.310900  -0.005239   0.189053     2.872489     0.013665   1.694842   0.116896
     307   0.691200   0.306100  -0.005092   0.189545     2.863139     0.013694   1.692081   0.117021
     308   0.696000   0.301300  -0.007844   0.189665     2.856161     0.013654   1.690018   0.116850
     309   0.700800   0.296500  -0.008393   0.190218     2.847010     0.013704   1.687309   0.117063
     310   0.705600   0.291700  -0.011157   0.190266     2.840180     0.013660   1.685283   0.116877
     311   0.705600   0.291700  -0.004420   0.190865     2.845073     0.013727   1.686735   0.117163
     312   0.710400   0.286900  -0.000974   0.190313     2.839636     0.013777   1.685122   0.117378
     313   0.715200   0.282100   0.001005   0.190138     2.831782     0.013743   1.682790   0.117231
     314   0.715200   0.282100  -0.005960   0.189833     2.837901     0.013728   1.684607   0.117167
